 [   0,    1,    4,  983,    0,    0,    0,    1,    2,    2],
 [   1,    0,    3,    1,  971,    0,    9,    1,    4,   11],
 [   0,    1,    0,   13,    0,  885,    7,    0,    6,    2],
 [   3,    1,    1,    0,    2,    2,  928,    0,    1,    0],
 [   1,    1,    8,    6,    1,    1,    0, 1005,    4,    6],
 [   2,    1,   11,    5,    2,    3,    4,    2,  943,    5],
 [   0,    0,    1,    1,    5,    0,    0,    6,    7,  973]],
[[ 973,    0,    2,    0,    0,    2,    4,    0,    5,    2],
 [   0, 1123,    2,    0,    1,    0,    2,    6,    0,    9],
 [   0,    2, 1017,    2,    1,    0,    1,   10,    3,    0],
 [   0,    2,    0,  982,    0,    0,    0,    1,    1,    3],
 [   0,    0,    0,    1,  968,    0,    3,    2,    5,    9],
 [   1,    1,    0,   10,    0,  882,    7,    1,    4,    1],
 [   2,    1,    0,    0,    2,    5,  938,    0,    2,    0],
 [   1,    0,    5,    7,    0,    2,    0,  998,    2,    6],
 [   3,    6,    6,    5,    2,    1,    3,    2,  944,    6],
 [   0,    0,    0,    3,    8,    0,    0,    8,    8,  973]],
[[ 973,    0,    2,    1,    0,    1,    8,    0,    5,    3],
 [   1, 1130,    3,    0,    0,    0,    3,    4,    2,    5],
 [   0,    3,  992,    3,    1,    0,    0,    9,    6,    0],
 [   0,    0,    2,  979,    0,    3,    0,    3,    1,    3],
 [   0,    0,    3,    0,  971,    0,    7,    0,    3,    9],
 [   1,    1,    0,   15,    0,  882,    9,    0,    4,    5],
 [   2,    1,    0,    0,    1,    3,  928,    0,    2,    0],
 [   1,    0,    7,    3,    1,    0,    0, 1005,    3,    7],
 [   2,    0,   22,    8,    2,    3,    3,    1,  944,    5],
 [   0,    0,    1,    1,    6,    0,    0,    6,    4,  972]],
[[ 973,    0,    2,    0,    0,    1,    5,    0,    4,    1],
 [   0, 1126,    4,    0,    0,    0,    4,    5,    0,    6],
 [   0,    4,  997,    4,    2,    0,    0,    8,    3,    0],
 [   0,    0,    4,  981,    1,    2,    0,    2,    1,    3],
 [   1,    1,    3,    0,  962,    1,    3,    2,    2,   13],
 [   0,    1,    0,    9,    0,  882,   10,    0,    4,    3],
 [   2,    0,    1,    0,    1,    3,  932,    0,    1,    0],
 [   1,    0,    7,    7,    0,    1,    0,  999,    2,    5],
 [   3,    3,   13,    7,    2,    1,    4,    3,  951,    4],
 [   0,    0,    1,    2,   14,    1,    0,    9,    6,  974]],
[[ 972,    0,    2,    0,    0,    2,    3,    0,    4,    1],
 [   0, 1124,    2,    0,    0,    0,    3,    8,    1,    6],
 [   0,    5, 1006,    2,    0,    0,    0,    6,    2,    0],
 [   0,    0,    2,  974,    0,    2,    0,    2,    2,    5],
 [   0,    0,    1,    0,  964,    0,    2,    2,    4,    8],
 [   2,    0,    0,   17,    0,  882,    7,    0,    4,    4],
 [   3,    3,    0,    0,    1,    4,  942,    0,    2,    1],
 [   2,    0,    5,    3,    0,    0,    0, 1003,    2,    3],
 [   1,    3,   14,   10,    2,    2,    1,    4,  948,    1],
 [   0,    0,    0,    4,   15,    0,    0,    3,    5,  980]],
[[ 972,    0,    2,    1,    0,    0,    3,    0,    2,    3],
 [   0, 1123,    4,    0,    0,    0,    3,    6,    2,    5],
 [   0,    4,  998,    2,    2,    0,    0,    6,    4,    0],
 [   0,    1,    0,  974,    0,    1,    0,    2,    3,    2],
 [   1,    0,    5,    0,  970,    0,    3,    5,    3,    6],
 [   1,    0,    0,   21,    0,  886,   11,    1,    6,    3],
 [   3,    3,    0,    0,    1,    2,  935,    0,    0,    0],
 [   0,    0,    6,    3,    0,    0,    0,  996,    3,    5],
 [   2,    4,   17,    7,    2,    1,    3,    2,  941,    7],
 [   1,    0,    0,    2,    7,    2,    0,   10,   10,  978]],
[[ 974,    0,    3,    0,    1,    2,   11,    2,    6,    9],
 [   0, 1127,    8,    0,    1,    1,    3,    5,    3,    6],
 [   1,    2,  993,    3,    1,    0,    1,    9,    6,    1],
 [   0,    0,    9,  992,    0,    6,    1,    8,   13,    4],
 [   1,    1,    3,    0,  959,    0,    5,    1,    3,   12],
 [   1,    1,    0,    5,    0,  874,    3,    0,    3,    3],
 [   0,    2,    1,    0,    1,    2,  932,    0,    1,    0],
 [   1,    0,    9,    4,    2,    1,    0,  993,   11,   13],
 [   2,    2,    4,    4,    2,    5,    2,    3,  924,    2],
 [   0,    0,    2,    2,   15,    1,    0,    7,    4,  959]],
[[ 974,    0,    4,    0,    1,    2,    9,    2,    8,    8],
 [   0, 1123,    4,    0,    1,    1,    3,    4,    1,    5],
 [   1,    3,  994,    7,    1,    0,    1,   19,   13,    1],
 [   0,    0,    6,  982,    0,    4,    1,    1,    7,    4],
 [   0,    0,    3,    1,  962,    0,    3,    2,    4,    6],
 [   0,    1,    0,    5,    0,  872,    5,    0,    3,    5],
 [   1,    1,    3,    0,    2,    3,  934,    0,    1,    0],
 [   2,    0,    5,    6,    2,    3,    0,  984,    8,   19],
 [   2,    7,   12,    8,    2,    5,    2,    3,  926,    5],
 [   0,    0,    1,    1,   11,    2,    0,   13,    3,  956]],
[[ 974,    0,    3,    0,    0,    2,    6,    2,    6,    1],
 [   1, 1124,    5,    1,    3,    0,    3,    6,    2,    6],
 [   0,    2,  987,    4,    1,    0,    0,   15,    6,    0],
 [   0,    2,    5,  967,    0,    5,    1,    1,    5,    1],
 [   1,    0,    4,    2,  960,    0,    8,    6,    4,   14],
 [   1,    2,    1,   17,    0,  873,    3,    0,    7,    9],
 [   0,    2,    1,    0,    1,    3,  932,    0,    2,    3],
 [   1,    0,   13,    8,    3,    2,    0,  985,    6,    6],
 [   2,    3,   11,    7,    2,    3,    5,    5,  928,    4],
 [   0,    0,    2,    4,   12,    4,    0,    8,    8,  965]],
[[ 971,    0,    4,    0,    1,    1,    6,    1,    7,    3],
 [   1, 1121,    9,    0,    1,    1,    3,    5,    2,    9],
 [   1,    3,  978,    3,    0,    0,    0,    9,    7,    2],
 [   0,    1,    5,  975,    0,    4,    0,    2,    3,    4],
 [   1,    0,    5,    0,  969,    0,    8,    2,    5,   13],
 [   0,    0,    0,   12,    0,  880,    7,    0,    4,    8],
 [   1,    2,    1,    0,    2,    2,  930,    0,    3,    0],
 [   2,    0,   12,    5,    1,    0,    0,  994,    7,   11],
 [   3,    8,   16,   14,    3,    3,    4,    3,  929,    3],
 [   0,    0,    2,    1,    5,    1,    0,   12,    7,  956]],
[[ 970,    0,    1,    0,    1,    1,    4,    1,    8,    4],
 [   0, 1123,    6,    0,    0,    0,    3,    6,    2,    5],
 [   1,    2,  976,    4,    2,    0,    2,   11,    8,    1],
 [   0,    1,    3,  975,    1,    5,    0,    2,    5,    7],
 [   2,    0,    5,    0,  960,    0,    4,    4,    5,    8],
 [   1,    1,    0,    8,    0,  869,   10,    1,    7,    4],
 [   3,    4,    2,    0,    1,    3,  932,    0,    1,    0],
 [   2,    0,    5,    6,    1,    2,    0,  983,    7,   10],
 [   1,    4,   34,   15,    3,    9,    3,    4,  926,    5],
 [   0,    0,    0,    2,   13,    3,    0,   16,    5,  965]],
[[ 967,    0,    3,    0,    0,    1,    4,    1,    6,    6],
 [   1, 1122,    8,    1,    0,    1,    3,    6,    1,    6],
 [   1,    2,  982,    6,    6,    0,    0,   15,   10,    0],
 [   0,    1,    3,  975,    0,   10,    0,    2,    1,    6],
 [   3,    0,    4,    1,  959,    2,    5,    3,    7,   14],
 [   1,    0,    0,    6,    0,  863,    8,    0,    8,    3],
 [   3,    3,    2,    0,    2,    3,  935,    0,    2,    0],
 [   2,    0,    7,    6,    1,    2,    0,  981,    5,   12],
 [   2,    7,   23,   13,    2,    8,    3,    4,  926,    5],
 [   0,    0,    0,    2,   12,    2,    0,   16,    8,  957]],
[[ 969,    0,    4,    0,    0,    0,    5,    1,    6,    6],
 [   1, 1126,    7,    0,    1,    1,    3,   10,    2,    5],
 [   1,    2,  986,    6,    5,    0,    0,   14,    6,    0],
 [   0,    2,    3,  974,    0,    1,    0,    3,    3,    3],
 [   1,    0,    6,    1,  963,    1,    8,    4,    6,   23],
 [   0,    0,    1,   12,    0,  879,    8,    0,    3,    6],
 [   4,    3,    1,    0,    1,    3,  930,    0,    1,    0],
 [   1,    0,    9,    8,    1,    1,    0,  981,   10,   11],
 [   3,    2,   13,    7,    2,    3,    4,    3,  927,    4],
 [   0,    0,    2,    2,    9,    3,    0,   12,   10,  951]],
[[ 968,    0,    3,    0,    0,    2,    7,    1,    8,    5],
 [   1, 1119,    6,    3,    1,    1,    5,   12,    4,    5],
 [   0,    4,  977,    7,    1,    0,    1,   10,    8,    1],
 [   0,    0,    5,  960,    0,    1,    0,    2,    6,    3],
 [   1,    0,    5,    3,  962,    0,   10,    5,    8,   20],
 [   1,    0,    1,   16,    0,  869,    9,    0,    8,    4],
 [   4,    3,    1,    0,    3,    4,  923,    0,    8,    0],
 [   2,    0,   13,    7,    1,    3,    0,  975,    9,   18],
 [   3,    9,   19,   11,    4,    6,    3,    3,  901,    3],
 [   0,    0,    2,    3,   10,    6,    0,   20,   14,  950]],
[[ 966,    0,    6,    0,    0,    1,    8,    2,    6,    4],
 [   1, 1121,    5,    0,    0,    0,    4,    5,    1,    6],
 [   1,    2,  982,    6,    3,    0,    0,   16,    7,    0],
 [   0,    2,    5,  969,    0,    2,    0,    3,    2,    3],
 [   0,    0,    4,    0,  962,    1,    5,    1,    4,   13],
 [   2,    1,    0,   16,    0,  880,    8,    0,    5,    5],
 [   7,    2,    1,    0,    1,    2,  931,    0,    2,    0],
 [   2,    0,   11,   10,    1,    1,    0,  990,    5,    9],
 [   1,    7,   16,    8,    2,    2,    2,    5,  930,    6],
 [   0,    0,    2,    1,   13,    3,    0,    6,   12,  963]],
[[ 966,    0,    3,    0,    0,    2,    4,    0,    6,    6],
 [   1, 1123,   10,    1,    2,    1,    5,    7,    1,    5],
 [   0,    2,  981,    2,    2,    1,    0,   11,    8,    0],
 [   0,    1,    4,  959,    0,    3,    0,    3,    5,    1],
 [   4,    0,    8,    0,  961,    0,   11,    5,    6,   14],
 [   2,    1,    0,   33,    0,  870,   15,    2,   13,    5],
 [   3,    4,    2,    0,    2,    4,  919,    0,    3,    0],
 [   1,    0,    7,    8,    1,    3,    0,  987,    7,   14],
 [   2,    4,   17,    6,    2,    3,    4,    1,  915,    5],
 [   1,    0,    0,    1,   12,    5,    0,   12,   10,  959]],
[[ 965,    0,    5,    1,    0,    2,    7,    0,    6,    5],
 [   2, 1122,   10,    0,    2,    0,    4,    7,    2,    6],
 [   1,    1,  971,    4,    1,    1,    0,   12,   10,    1],
 [   0,    1,    6,  952,    0,    3,    0,    2,    4,    3],
 [   5,    1,    7,    1,  963,    0,    5,    5,    5,   14],
 [   2,    0,    0,   38,    0,  867,   15,    1,   18,    4],
 [   3,    5,    2,    0,    3,    3,  924,    0,    3,    0],
 [   1,    0,    7,    8,    1,    3,    0,  989,    6,   11],
 [   1,    5,   22,    5,    2,    8,    3,    3,  913,    7],
 [   0,    0,    2,    1,   10,    5,    0,    9,    7,  958]],
[[ 971,    0,    4,    3,    1,    3,   13,    1,    7,    8],
 [   0, 1114,    4,    0,    3,    2,    4,    6,    2,    7],
 [   1,    4,  988,    9,    5,    1,    4,   22,   11,    2],
 [   0,    1,    6,  975,    0,   20,    0,    7,   16,   11],
 [   1,    0,    3,    0,  955,    0,    3,    2,    7,    8],
 [   1,    0,    1,    3,    0,  837,    8,    0,    6,    5],
 [   1,    3,    2,    0,    0,    7,  922,    0,    2,    0],
 [   3,    1,    6,    6,    1,    2,    1,  969,    4,   11],
 [   2,   12,   16,   11,    4,   17,    3,    2,  914,    3],
 [   0,    0,    2,    3,   13,    3,    0,   19,    5,  954]],
[[ 967,    0,    8,    0,    1,    5,   11,    1,    7,   11],
 [   0, 1123,    8,    0,    2,    2,    3,    3,    3,    5],
 [   2,    3,  962,    7,    3,    0,    1,   22,    7,    1],
 [   1,    0,   10,  968,    0,   13,    1,    7,   15,    8],
 [   1,    0,    4,    0,  944,    1,    6,    1,    5,   10],
 [   4,    2,    0,    6,    0,  836,    7,    1,   15,    8],
 [   2,    3,    5,    0,    5,    7,  925,    0,    4,    0],
 [   2,    0,   10,    6,    3,    2,    0,  963,   12,   14],
 [   1,    4,   20,   20,    4,   19,    4,    1,  898,    8],
 [   0,    0,    5,    3,   20,    7,    0,   29,    8,  944]],
[[ 970,    0,    6,    2,    1,    5,    7,    0,    6,    6],
 [   1, 1119,    6,    0,    1,    2,    5,    6,    4,    6],
 [   1,    3,  971,    8,    2,    1,    0,   19,    6,    2],
 [   0,    1,    8,  956,    0,    7,    1,    2,    8,    2],
 [   0,    0,    6,    0,  955,    0,    7,    3,    7,   20],
 [   2,    0,    0,   25,    0,  853,    7,    0,   13,    3],
 [   2,    4,    6,    0,    5,    8,  925,    0,    7,    0],
 [   2,    1,    9,    5,    2,    4,    0,  978,    9,   23],
 [   2,    7,   17,   11,    5,    6,    6,    2,  906,    6],
 [   0,    0,    3,    3,   11,    6,    0,   18,    8,  941]],
[[ 965,    0,    5,    2,    0,    3,    9,    0,    7,    6],
 [   1, 1113,    9,    0,    2,    1,    3,    8,    3,    7],
 [   1,    3,  961,    5,    2,    0,    3,   15,   11,    1],
 [   0,    0,    8,  960,    1,    9,    0,    2,    4,    4],
 [   3,    0,    7,    1,  955,    0,    6,    4,    7,    9],
 [   1,    2,    0,   20,    0,  853,   10,    0,   10,    8],
 [   6,    5,    5,    0,    1,    7,  921,    0,    3,    0],
 [   2,    0,    9,    7,    1,    2,    0,  981,    8,   17],
 [   1,   12,   26,   11,    3,   12,    6,    3,  916,    8],
 [   0,    0,    2,    4,   17,    5,    0,   15,    5,  949]],
[[ 960,    0,    3,    0,    1,    0,    6,    1,    6,    7],
 [   2, 1124,    8,    4,    2,    1,    3,   10,    7,    7],
 [   0,    2,  954,    9,    4,    0,    1,   19,    9,    1],
 [   0,    1,    4,  948,    0,    6,    0,    3,   10,    6],
 [   3,    2,   12,    4,  953,    0,    9,    7,    9,   23],
 [   3,    0,    3,   15,    0,  861,   19,    2,   11,   10],
 [   7,    2,    3,    0,    5,    3,  919,    0,    2,    0],
 [   2,    0,   10,    6,    1,    2,    0,  958,    9,    9],
 [   3,    4,   34,   18,    2,   13,    1,    4,  899,    4],
 [   0,    0,    1,    6,   14,    6,    0,   24,   12,  942]],
[[ 948,    0,    8,    6,    0,    5,    4,    0,    5,    7],
 [   1, 1110,   15,    2,    1,    3,    3,   19,    7,    5],
 [   1,    2,  921,   16,    7,    0,    2,   17,    7,    2],
 [   4,    2,   10,  924,    0,    8,    2,    2,    9,   10],
 [   4,    1,   19,    3,  934,    5,   13,   15,   15,   43],
 [   5,    3,    1,   32,    0,  838,   19,    1,   25,    8],
 [  10,    4,    5,    3,    6,   10,  913,    0,    7,    0],
 [   1,    1,   18,   10,    1,    3,    0,  939,    5,   21],
 [   4,   12,   30,   12,    8,   17,    2,    0,  884,    5],
 [   2,    0,    5,    2,   25,    3,    0,   35,   10,  908]],
[[ 947,    0,    9,    2,    0,    8,    4,    0,    4,    7],
 [   1, 1114,    8,    2,    2,    4,    4,   13,   10,    6],
 [   3,    2,  930,   16,    4,    2,    1,   17,    5,    2],
 [   1,    2,   16,  928,    0,    8,    0,    4,   11,    7],
 [   2,    1,   19,    3,  934,    5,    9,   16,   14,   29],
 [   7,    3,    0,   31,    1,  818,   21,    1,   28,   11],
 [  11,    4,    2,    2,    6,   10,  917,    0,    4,    1],
 [   2,    0,   15,   11,    1,    5,    0,  941,    5,   14],
 [   3,    9,   27,   12,    7,   24,    2,    1,  883,    4],
 [   3,    0,    6,    3,   27,    8,    0,   35,   10,  928]],
[[ 966,    0,    8,    3,    0,    2,    6,    1,    6,    5],
 [   1, 1108,    9,    1,    0,    1,    4,    8,    4,    5],
 [   1,    2,  943,   10,    3,    2,    3,   13,   12,    1],
 [   0,    1,    8,  949,    0,    8,    0,    4,    3,    8],
 [   1,    0,   10,    1,  945,    0,    6,    8,   10,   18],
 [   2,    2,    1,   23,    1,  855,   15,    1,   17,   10],
 [   5,    4,    3,    1,    3,    5,  920,    0,    4,    0],
 [   1,    0,   15,    8,    2,    1,    0,  974,    6,   18],
 [   3,   18,   33,   11,    6,   12,    4,    5,  902,    8],
 [   0,    0,    2,    3,   22,    6,    0,   14,   10,  936]],
[[ 956,    0,   10,    5,    0,    5,    9,    0,    8,    8],
 [   1, 1101,   22,    4,    1,    4,    6,   20,   10,    6],
 [   0,    4,  899,   18,    4,    1,    1,   11,    6,    1],
 [   0,    0,   11,  899,    0,   13,    0,    4,   11,   12],
 [   7,    1,   20,    3,  943,    3,   16,   15,   13,   51],
 [   4,    5,    2,   47,    0,  823,   28,    2,   30,    4],
 [   6,    4,    7,    2,    3,   12,  897,    0,    9,    0],
 [   1,    0,   20,    8,    1,    2,    0,  940,    5,   26],
 [   3,   20,   37,   18,    6,   22,    1,    3,  872,   10],
 [   2,    0,    4,    6,   24,    7,    0,   33,   10,  891]],
[[ 954,    0,    7,    7,    0,    6,    4,    0,    5,    6],
 [   1, 1112,   19,    4,    1,    2,    4,   16,    6,    9],
 [   1,    2,  930,    8,    5,    0,    0,   14,    8,    1],
 [   1,    1,    8,  903,    0,    7,    0,    4,   16,    4],
 [   5,    1,   23,    6,  941,    7,    5,   19,   14,   41],
 [   9,    2,    1,   40,    0,  846,   29,    1,   30,    4],
 [   4,    5,    5,    2,    8,    5,  914,    0,    2,    0],
 [   1,    1,   21,   17,    1,    2,    0,  933,    3,    9],
 [   4,   11,   17,   20,    5,   13,    2,    2,  877,    9],
 [   0,    0,    1,    3,   21,    4,    0,   39,   13,  926]],
[[ 964,    0,    4,    2,    0,    1,    6,    1,    7,    6],
 [   0, 1113,    9,    1,    2,    3,    3,    8,    8,    8],
 [   0,    2,  937,    9,    4,    0,    0,   14,    9,    0],
 [   0,    2,   12,  945,    0,    7,    0,    7,    6,    9],
 [   5,    1,    7,    1,  958,    0,    8,   11,    9,   23],
 [   2,    2,    2,   25,    0,  854,   19,    1,   21,    8],
 [   6,    6,    4,    1,    2,    5,  918,    0,    2,    0],
 [   1,    0,   17,    9,    0,    3,    0,  950,    7,   17],
 [   2,    9,   39,   13,    3,   14,    4,    4,  893,    7],
 [   0,    0,    1,    4,   13,    5,    0,   32,   12,  931]],
[[ 970,    0,    2,    0,    4,    1,    9,    2,    6,    6],
 [   0, 1119,    7,    0,    2,    1,    3,    8,    6,    9],
 [   1,    4,  986,   12,    4,    1,    4,   18,   10,    1],
 [   0,    2,    8,  975,    2,    8,    0,    6,    7,    8],
 [   0,    0,    4,    0,  954,    0,    3,    4,    4,   17],
 [   2,    0,    0,    7,    0,  870,    6,    0,    2,    2],
 [   2,    1,    3,    0,    1,    4,  929,    0,    7,    0],
 [   1,    1,    8,    6,    2,    3,    0,  977,    5,   12],
 [   4,    8,   12,    6,    4,    2,    4,    3,  923,    5],
 [   0,    0,    2,    4,    9,    2,    0,   10,    4,  949]],
[[ 972,    0,    3,    0,    1,    2,    7,    1,    5,    6],
 [   0, 1120,    5,    0,    3,    1,    4,    4,    1,    6],
 [   1,    3,  993,    4,    3,    0,    1,   15,    3,    1],
 [   0,    1,    4,  983,    0,    7,    0,    4,    6,    3],
 [   0,    0,    4,    0,  960,    0,    1,    0,    3,    5],
 [   1,    0,    1,    7,    0,  872,    5,    0,    5,    1],
 [   0,    2,    1,    0,    3,    2,  937,    0,    0,    0],
 [   3,    0,    3,    5,    1,    1,    0,  986,    3,   10],
 [   3,    9,   17,    9,    3,    5,    3,    2,  941,    2],
 [   0,    0,    1,    2,    8,    2,    0,   16,    7,  975]],
[[ 970,    0,    2,    0,    0,    2,    6,    1,    6,    4],
 [   1, 1124,    9,    1,    3,    2,    3,    7,    4,    8],
 [   0,    2,  991,    7,    2,    1,    0,   14,    3,    0],
 [   0,    1,    3,  962,    0,    3,    1,    2,    3,    5],
 [   3,    1,    4,    1,  964,    0,    8,    1,    7,   17],
 [   0,    0,    2,   13,    0,  870,    3,    0,    2,    5],
 [   1,    3,    0,    0,    2,    4,  932,    0,    5,    1],
 [   1,    0,    7,   10,    1,    1,    0,  988,    8,    6],
 [   3,    4,   12,   11,    3,    4,    5,    2,  934,    3],
 [   1,    0,    2,    5,    7,    5,    0,   13,    2,  960]],
[[ 967,    0,    3,    0,    1,    1,    7,    2,    7,    5],
 [   1, 1117,   12,    1,    2,    1,    4,    8,   12,    6],
 [   2,    4,  968,    5,    1,    0,    1,   15,    7,    1],
 [   0,    0,    6,  964,    0,    5,    0,    6,    5,    5],
 [   1,    0,    8,    0,  947,    0,    7,    2,    6,   23],
 [   0,    0,    0,   18,    0,  871,    8,    0,    7,    6],
 [   6,    4,    3,    0,    4,    4,  929,    0,    6,    1],
 [   1,    0,   10,    6,    2,    2,    0,  972,   12,   14],
 [   2,   10,   21,   12,    4,    4,    2,    2,  902,    4],
 [   0,    0,    1,    4,   21,    4,    0,   21,   10,  944]],
[[ 969,    0,    3,    0,    1,    1,    3,    3,    6,    3],
 [   1, 1122,    3,    0,    0,    0,    3,    5,    0,    7],
 [   1,    4,  990,    5,    1,    0,    1,   12,    3,    1],
 [   0,    0,    4,  967,    0,    5,    0,    3,    6,    7],
 [   2,    0,    4,    1,  960,    2,    6,    3,    5,    6],
 [   0,    0,    1,   14,    0,  869,    5,    0,    2,    6],
 [   3,    2,    1,    0,    3,    5,  938,    0,    3,    1],
 [   1,    0,   10,    8,    0,    2,    0,  981,    3,    7],
 [   3,    7,   13,   14,    3,    5,    2,    4,  936,    7],
 [   0,    0,    3,    1,   14,    3,    0,   17,   10,  964]],
[[ 969,    0,    3,    0,    0,    2,    3,    1,    6,    4],
 [   3, 1117,    8,    0,    1,    0,    4,   10,    3,    6],
 [   0,    5,  974,    6,    2,    2,    0,    9,    5,    0],
 [   0,    0,   11,  966,    0,    3,    0,    3,    2,    7],
 [   1,    0,    6,    1,  950,    1,    7,    7,    8,   12],
 [   0,    1,    0,   12,    0,  872,    3,    1,    4,    2],
 [   5,    4,    2,    0,    7,    3,  936,    0,    3,    0],
 [   1,    0,   12,   13,    2,    3,    0,  980,    6,   12],
 [   1,    8,   13,    9,    3,    2,    5,    2,  929,    7],
 [   0,    0,    3,    3,   17,    4,    0,   15,    8,  959]],
[[ 966,    0,    5,    0,    0,    2,    6,    1,    6,    3],
 [   0, 1121,   12,    3,    1,    1,    4,   10,    8,    8],
 [   0,    3,  981,   12,    3,    1,    0,   12,    6,    1],
 [   0,    1,    3,  945,    0,    4,    1,    1,    5,    5],
 [   3,    0,    9,    2,  962,    1,   11,    4,    9,   28],
 [   0,    0,    1,   20,    0,  864,    5,    0,    4,    6],
 [   2,    5,    0,    0,    2,    4,  925,    0,    7,    0],
 [   1,    0,   13,   11,    1,    2,    0,  988,    9,   14],
 [   4,    5,    7,   12,    5,    6,    6,    2,  916,    1],
 [   4,    0,    1,    5,    8,    7,    0,   10,    4,  943]],
[[ 963,    0,    7,    3,    0,    4,    7,    1,    7,    4],
 [   1, 1118,    5,    0,    0,    1,    3,    4,    0,    6],
 [   1,    2,  968,    4,    6,    1,    0,    8,    7,    0],
 [   0,    1,    5,  950,    0,    4,    0,    9,    6,    3],
 [   0,    1,    6,    2,  945,    5,    8,    4,    7,   11],
 [   4,    0,    1,   21,    2,  855,   18,    1,   15,    7],
 [   5,    4,    5,    0,    7,    6,  921,    0,    2,    1],
 [   1,    1,    8,    9,    1,    1,    0,  982,    5,    5],
 [   5,    8,   26,   16,    2,    8,    1,    3,  910,   10],
 [   0,    0,    1,    5,   19,    7,    0,   16,   15,  962]],
[[ 967,    0,    4,    0,    1,    2,    7,    2,    6,    5],
 [   1, 1116,    6,    0,    0,    0,    3,    5,    1,    6],
 [   2,    3,  982,    5,    1,    0,    1,   14,    5,    1],
 [   0,    0,    5,  970,    0,    3,    0,    2,    0,    8],
 [   2,    1,    5,    1,  965,    2,    3,    4,    3,    9],
 [   0,    0,    0,   16,    0,  870,    7,    0,    3,    7],
 [   3,    4,    1,    0,    2,    5,  935,    0,    3,    1],
 [   2,    0,   11,    6,    1,    2,    0,  992,    7,    6],
 [   3,   11,   18,   11,    4,    3,    2,    2,  937,    9],
 [   0,    0,    0,    1,    8,    5,    0,    7,    9,  957]],
